respondent_id,year,district,region,gender,age,urban_rural,parent_education,monthly_household_income_ugx,completed,dropout
R05019,2022,Mbale,Eastern,Female,16,Urban,Secondary,251818,1,0
R05020,2023,Lira,Northern,Male,19,Rural,Tertiary,442164,1,0
R05021,2023,Mbarara,Western,Male,15,Urban,Secondary,62119,1,0
R05022,2021,Arua,Northern,Male,17,Rural,Primary,31265,0,1
R05023,2023,Masaka,Central,Male,17,Rural,University,409116,1,0
R05024,2024,Jinja,Eastern,Female,19,Urban,Secondary,280956,1,0
R05025,2022,Arua,Northern,Male,15,Rural,University,2728290,1,0
R05026,2022,Masaka,Central,Female,15,Rural,Secondary,286621,0,1
R05027,2021,Kampala,Central,Male,12,Urban,Primary,236977,0,1
R05028,2022,Soroti,Eastern,Female,12,Rural,didnot attend school,101585,1,0
R05029,2021,Jinja,Eastern,Female,18,Urban,Secondary,426449,0,1
R05030,2021,Soroti,Eastern,Female,16,Rural,didnot attend school,48866,0,1
R05031,2023,Kampala,Central,Female,19,Urban,Primary,439381,0,1
R05032,2022,Kampala,Central,Male,20,Urban,Secondary,155746,1,0
R05033,2021,Mbarara,Western,Female,13,Urban,Secondary,140526,1,0
R05034,2024,Kampala,Central,Female,12,Urban,Secondary,38527,0,1
R05035,2021,Gulu,Northern,Male,18,Urban,Primary,471868,1,0
R05036,2021,Fort Portal,Western,Male,15,Rural,Primary,159871,0,1
R05037,2024,Arua,Northern,Female,15,Rural,Secondary,637698,1,0
R05038,2022,Gulu,Northern,Female,15,Urban,University,165820,1,0
R05039,2023,Gulu,Northern,Male,19,Urban,Secondary,243207,1,0
R05040,2021,Lira,Northern,Female,20,Rural,University,448823,1,0
R05041,2021,Fort Portal,Western,Male,18,Rural,Tertiary,359392,0,1
R05042,2023,Fort Portal,Western,Male,12,Rural,Secondary,389915,0,1
R05043,2022,Arua,Northern,Female,12,Rural,Primary,232734,0,1
R05044,2022,Arua,Northern,Female,13,Rural,Secondary,107747,0,1
R05045,2024,Mbarara,Western,Female,14,Urban,Secondary,1107824,1,0
R05046,2022,Kampala,Central,Male,13,Urban,Secondary,190557,1,0
R05047,2022,Soroti,Eastern,Female,13,Rural,Primary,226734,0,1
R05048,2024,Kampala,Central,Female,20,Urban,Secondary,296289,1,0
R05049,2021,Fort Portal,Western,Male,17,Rural,Primary,34696,0,1
R05050,2023,Arua,Northern,Male,16,Rural,Secondary,221780,0,1
R05051,2022,Lira,Northern,Male,18,Rural,Primary,1144339,0,1
R05052,2024,Fort Portal,Western,Female,17,Rural,Tertiary,170313,1,0
R05053,2021,Soroti,Eastern,Female,15,Rural,Primary,41334,0,1
R05054,2023,Mbarara,Western,Female,16,Urban,didnot attend school,176969,0,1
R05055,2021,Soroti,Eastern,Female,16,Rural,Primary,97254,0,1
R05056,2021,Mbarara,Western,Male,17,Urban,Secondary,168124,1,0
R05057,2024,Lira,Northern,Male,18,Rural,Primary,256520,1,0
R05058,2023,Masaka,Central,Female,17,Rural,Primary,124272,0,1
R05059,2024,Soroti,Eastern,Female,17,Rural,Secondary,422191,1,0
R05060,2024,Masaka,Central,Female,20,Rural,Primary,1544751,1,0
R05061,2023,Jinja,Eastern,Male,13,Urban,University,671579,1,0
R05062,2022,Mbale,Eastern,Female,20,Urban,University,60295,1,0
R05063,2021,Fort Portal,Western,Male,14,Rural,Secondary,211036,0,1
R05064,2022,Soroti,Eastern,Male,16,Rural,Primary,370239,0,1
R05065,2021,Gulu,Northern,Female,17,Urban,Secondary,468971,1,0
R05066,2022,Jinja,Eastern,Male,20,Urban,didnot attend school,1015691,0,1
R05067,2023,Arua,Northern,Female,17,Rural,Primary,455922,0,1
R05068,2023,Masaka,Central,Female,12,Rural,Primary,193302,0,1
R05069,2021,Fort Portal,Western,Male,17,Rural,University,245172,0,1
R05070,2024,Arua,Northern,Female,19,Rural,didnot attend school,321458,0,1
R05071,2021,Mbarara,Western,Male,14,Urban,Secondary,288052,1,0
R05072,2022,Mbarara,Western,Male,14,Urban,Secondary,87145,1,0
R05073,2023,Fort Portal,Western,Male,19,Rural,Primary,233225,1,0
R05074,2022,Lira,Northern,Male,19,Rural,didnot attend school,220451,0,1
R05075,2024,Kampala,Central,Male,12,Urban,University,85404,1,0
R05076,2024,Arua,Northern,Female,14,Rural,Secondary,383074,0,1
R05077,2021,Fort Portal,Western,Male,15,Rural,Secondary,447432,1,0
R05078,2021,Kampala,Central,Male,14,Urban,Primary,1129124,1,0
R05079,2021,Jinja,Eastern,Male,15,Urban,Primary,559020,0,1
R05080,2022,Jinja,Eastern,Male,19,Urban,Primary,57984,0,1
R05081,2024,Fort Portal,Western,Male,14,Rural,didnot attend school,204374,0,1
R05082,2023,Soroti,Eastern,Male,13,Rural,didnot attend school,91412,0,1
R05083,2024,Mbale,Eastern,Male,20,Urban,Tertiary,467440,0,1
R05084,2021,Fort Portal,Western,Female,17,Rural,Primary,439544,0,1
R05085,2023,Kampala,Central,Male,14,Urban,Primary,109383,1,0
R05086,2021,Arua,Northern,Male,16,Rural,Secondary,198558,0,1
R05087,2021,Arua,Northern,Female,19,Rural,Tertiary,196537,1,0
R05088,2023,Masaka,Central,Male,16,Rural,didnot attend school,265415,0,1
R05089,2023,Mbale,Eastern,Female,16,Urban,Secondary,371016,1,0
R05090,2023,Mbarara,Western,Male,13,Urban,didnot attend school,289792,1,0
R05091,2023,Kampala,Central,Male,19,Urban,didnot attend school,457409,1,0
R05092,2021,Arua,Northern,Female,20,Rural,didnot attend school,422704,0,1
R05093,2023,Fort Portal,Western,Female,15,Rural,Tertiary,209265,0,1
R05094,2024,Mbale,Eastern,Female,19,Urban,didnot attend school,477750,0,1
R05095,2021,Fort Portal,Western,Male,12,Rural,didnot attend school,217819,0,1
R05096,2021,Kampala,Central,Male,14,Urban,Primary,349411,1,0
R05097,2022,Mbarara,Western,Male,15,Urban,Tertiary,338105,1,0
R05098,2023,Mbarara,Western,Male,15,Urban,Primary,431089,1,0
R05099,2024,Kampala,Central,Male,15,Urban,Primary,402521,0,1
R05100,2021,Mbarara,Western,Male,20,Urban,didnot attend school,89525,1,0
R05101,2022,Fort Portal,Western,Female,17,Rural,Primary,231460,1,0
R05102,2023,Fort Portal,Western,Male,19,Rural,Secondary,290104,1,0
R05103,2022,Arua,Northern,Female,17,Rural,Secondary,493204,0,1
R05104,2023,Lira,Northern,Female,18,Rural,Primary,185623,0,1
R05105,2022,Gulu,Northern,Male,19,Urban,Primary,478278,0,1
R05106,2021,Masaka,Central,Female,18,Rural,didnot attend school,136241,0,1
R05107,2023,Jinja,Eastern,Male,12,Urban,Primary,187498,0,1
R05108,2024,Lira,Northern,Male,14,Rural,didnot attend school,10030,0,1
R05109,2022,Gulu,Northern,Male,19,Urban,Tertiary,465123,0,1
R05110,2024,Arua,Northern,Male,17,Rural,University,313214,1,0
R05111,2022,Kampala,Central,Male,13,Urban,University,1581368,1,0
R05112,2021,Masaka,Central,Male,16,Rural,Tertiary,470487,0,1
R05113,2022,Gulu,Northern,Male,18,Urban,Secondary,341198,1,0
R05114,2021,Soroti,Eastern,Female,18,Rural,Secondary,1287310,0,1
R05115,2023,Mbarara,Western,Male,20,Urban,Primary,1913550,0,1
R05116,2024,Masaka,Central,Female,19,Rural,Secondary,273845,0,1
R05117,2023,Jinja,Eastern,Female,16,Urban,Primary,441637,0,1
R05118,2023,Mbale,Eastern,Female,20,Urban,Primary,92256,0,1
R05119,2024,Mbarara,Western,Male,18,Urban,Tertiary,226223,1,0
R05120,2021,Arua,Northern,Female,17,Rural,Primary,2106309,1,0
R05121,2021,Gulu,Northern,Male,20,Urban,Primary,175848,0,1
R05122,2022,Lira,Northern,Female,20,Rural,University,368631,1,0
R05123,2023,Mbale,Eastern,Female,20,Urban,didnot attend school,313203,0,1
R05124,2024,Arua,Northern,Female,12,Rural,Primary,97817,0,1
R05125,2022,Gulu,Northern,Female,12,Urban,University,922664,0,1
R05126,2022,Mbarara,Western,Female,13,Urban,Secondary,192013,1,0
R05127,2021,Fort Portal,Western,Male,17,Rural,Secondary,186861,0,1
R05128,2024,Masaka,Central,Female,14,Rural,Primary,206252,1,0
R05129,2022,Lira,Northern,Female,20,Rural,Primary,39134,0,1
R05130,2024,Mbale,Eastern,Male,19,Urban,Tertiary,597545,0,1
R05131,2023,Jinja,Eastern,Female,18,Urban,Secondary,340116,0,1
R05132,2021,Soroti,Eastern,Female,18,Rural,Secondary,400570,0,1
R05133,2023,Mbarara,Western,Male,19,Urban,didnot attend school,489952,0,1
R05134,2021,Kampala,Central,Male,17,Urban,didnot attend school,486726,1,0
R05135,2024,Masaka,Central,Female,13,Rural,University,359578,1,0
R05136,2023,Mbale,Eastern,Male,13,Urban,Primary,473208,0,1
R05137,2023,Mbale,Eastern,Male,15,Urban,Secondary,183247,1,0
R05138,2021,Jinja,Eastern,Female,15,Urban,didnot attend school,454745,0,1
R05139,2024,Mbarara,Western,Male,15,Urban,Secondary,344280,1,0
R05140,2023,Mbale,Eastern,Female,20,Urban,University,370132,1,0
R05141,2024,Soroti,Eastern,Male,16,Rural,Secondary,335997,1,0
R05142,2021,Mbale,Eastern,Female,17,Urban,didnot attend school,469722,0,1
R05143,2024,Gulu,Northern,Male,12,Urban,Secondary,287864,0,1
R05144,2024,Arua,Northern,Male,15,Rural,Tertiary,388613,0,1
R05145,2024,Arua,Northern,Male,18,Rural,Primary,298735,1,0
R05146,2023,Arua,Northern,Female,14,Rural,Tertiary,18418,0,1
R05147,2023,Masaka,Central,Male,17,Rural,Secondary,32517,0,1
R05148,2024,Soroti,Eastern,Female,17,Rural,Tertiary,266146,1,0
R05149,2021,Jinja,Eastern,Female,19,Urban,Secondary,169451,0,1
R05150,2021,Lira,Northern,Male,19,Rural,didnot attend school,108432,0,1
R05151,2023,Mbarara,Western,Male,14,Urban,Primary,395249,1,0
R05152,2023,Mbale,Eastern,Male,16,Urban,Primary,2761385,1,0
R05153,2021,Gulu,Northern,Male,13,Urban,University,494168,1,0
R05154,2024,Gulu,Northern,Female,13,Urban,Tertiary,165126,1,0
R05155,2021,Kampala,Central,Male,16,Urban,Secondary,44726,0,1
R05156,2021,Masaka,Central,Female,15,Rural,Primary,293537,1,0
R05157,2022,Arua,Northern,Male,20,Rural,Primary,90636,0,1
R05158,2021,Gulu,Northern,Female,15,Urban,Tertiary,168147,0,1
R05159,2021,Gulu,Northern,Male,20,Urban,Primary,412362,0,1
R05160,2024,Kampala,Central,Male,18,Urban,Primary,414710,0,1
R05161,2024,Gulu,Northern,Male,16,Urban,Secondary,123349,1,0
R05162,2024,Gulu,Northern,Female,14,Urban,didnot attend school,68687,0,1
R05163,2024,Kampala,Central,Male,16,Urban,Primary,979026,1,0
R05164,2021,Mbarara,Western,Female,14,Urban,Primary,163565,0,1
R05165,2023,Masaka,Central,Female,12,Rural,didnot attend school,147689,0,1
R05166,2021,Fort Portal,Western,Female,18,Rural,University,41643,0,1
R05167,2024,Gulu,Northern,Male,15,Urban,Primary,495912,0,1
R05168,2022,Lira,Northern,Male,20,Rural,didnot attend school,488343,0,1
R05169,2022,Gulu,Northern,Male,15,Urban,Primary,381038,0,1
R05170,2021,Masaka,Central,Female,13,Rural,Tertiary,300006,1,0
R05171,2021,Fort Portal,Western,Male,16,Rural,Primary,68086,0,1
R05172,2024,Arua,Northern,Female,19,Rural,Secondary,51784,1,0
R05173,2021,Gulu,Northern,Female,13,Urban,didnot attend school,1178637,0,1
R05174,2022,Soroti,Eastern,Female,12,Rural,didnot attend school,408067,1,0
R05175,2024,Mbarara,Western,Male,17,Urban,Primary,182624,0,1
R05176,2021,Mbale,Eastern,Female,15,Urban,Tertiary,406937,1,0
R05177,2022,Masaka,Central,Male,13,Rural,Tertiary,28210,1,0
R05178,2021,Kampala,Central,Female,12,Urban,didnot attend school,107282,0,1
R05179,2021,Kampala,Central,Male,13,Urban,Secondary,476703,0,1
R05180,2024,Masaka,Central,Female,14,Rural,University,55100,1,0
R05181,2023,Masaka,Central,Male,16,Rural,Primary,292968,1,0
R05182,2022,Mbale,Eastern,Male,16,Urban,Tertiary,487344,0,1
R05183,2022,Arua,Northern,Female,12,Rural,didnot attend school,72417,0,1
R05184,2024,Gulu,Northern,Female,13,Urban,University,421456,0,1
R05185,2024,Soroti,Eastern,Female,16,Rural,Tertiary,112164,0,1
R05186,2021,Mbale,Eastern,Female,15,Urban,University,260985,0,1
R05187,2023,Jinja,Eastern,Female,17,Urban,Secondary,238459,1,0
R05188,2021,Gulu,Northern,Female,12,Urban,Primary,492151,0,1
R05189,2022,Arua,Northern,Female,17,Rural,University,1385253,0,1
R05190,2021,Gulu,Northern,Female,15,Urban,Primary,114787,0,1
R05191,2024,Jinja,Eastern,Female,15,Urban,Primary,83627,0,1
R05192,2021,Gulu,Northern,Male,19,Urban,Secondary,328534,0,1
R05193,2023,Arua,Northern,Male,17,Rural,Tertiary,263301,1,0
R05194,2021,Mbarara,Western,Female,13,Urban,University,1374990,1,0
R05195,2023,Soroti,Eastern,Male,12,Rural,Primary,100188,1,0
R05196,2022,Masaka,Central,Female,15,Rural,Tertiary,81868,0,1
R05197,2021,Kampala,Central,Male,20,Urban,Secondary,702460,0,1
R05198,2023,Jinja,Eastern,Male,15,Urban,didnot attend school,2664478,0,1
R05199,2023,Arua,Northern,Male,14,Rural,Primary,41099,1,0
R05200,2023,Gulu,Northern,Female,20,Urban,Primary,18389,0,1
R05201,2024,Masaka,Central,Female,13,Rural,Primary,256371,0,1
R05202,2023,Arua,Northern,Male,17,Rural,University,19429,0,1
R05203,2021,Arua,Northern,Female,17,Rural,Secondary,2444444,0,1
R05204,2021,Kampala,Central,Female,20,Urban,Secondary,2273653,0,1
R05205,2022,Mbale,Eastern,Female,17,Urban,University,211925,1,0
R05206,2021,Fort Portal,Western,Female,12,Rural,Primary,204152,0,1
R05207,2023,Lira,Northern,Female,15,Rural,Tertiary,371186,1,0
R05208,2021,Lira,Northern,Male,15,Rural,Primary,319251,0,1
R05209,2021,Fort Portal,Western,Female,15,Rural,Tertiary,341731,0,1
R05210,2024,Mbarara,Western,Male,18,Urban,Primary,198941,1,0
R05211,2023,Masaka,Central,Male,16,Rural,University,63682,1,0
R05212,2021,Mbarara,Western,Female,18,Urban,Primary,177859,0,1
R05213,2024,Soroti,Eastern,Female,13,Rural,Primary,200190,0,1
R05214,2023,Kampala,Central,Male,14,Urban,Tertiary,27192,1,0
R05215,2024,Jinja,Eastern,Female,14,Urban,Primary,249651,0,1
R05216,2023,Fort Portal,Western,Female,14,Rural,Secondary,429438,0,1
R05217,2024,Gulu,Northern,Female,15,Urban,Primary,148993,1,0
R05218,2024,Arua,Northern,Male,13,Rural,Secondary,911528,0,1
R05219,2023,Gulu,Northern,Female,15,Urban,Primary,212042,0,1
R05220,2021,Fort Portal,Western,Male,12,Rural,didnot attend school,90995,0,1
R05221,2023,Arua,Northern,Male,14,Rural,Primary,93689,0,1
R05222,2024,Arua,Northern,Male,13,Rural,Primary,751685,1,0
R05223,2023,Mbale,Eastern,Male,17,Urban,Primary,197186,0,1
R05224,2022,Fort Portal,Western,Male,15,Rural,Primary,270282,0,1
R05225,2024,Soroti,Eastern,Male,13,Rural,Primary,340877,0,1
R05226,2024,Masaka,Central,Female,17,Rural,didnot attend school,106476,0,1
R05227,2024,Mbarara,Western,Female,13,Urban,Secondary,2031455,1,0
R05228,2021,Jinja,Eastern,Female,17,Urban,Tertiary,2685233,1,0
R05229,2022,Fort Portal,Western,Female,17,Rural,Primary,188231,0,1
R05230,2022,Fort Portal,Western,Male,15,Rural,Secondary,266655,0,1
R05231,2024,Lira,Northern,Male,17,Rural,Secondary,278445,0,1
R05232,2023,Fort Portal,Western,Female,15,Rural,Primary,98577,0,1
R05233,2024,Soroti,Eastern,Male,19,Rural,Secondary,339949,1,0
R05234,2024,Masaka,Central,Female,18,Rural,Primary,268782,1,0
R05235,2024,Kampala,Central,Female,14,Urban,Secondary,303841,0,1
R05236,2023,Soroti,Eastern,Male,20,Rural,didnot attend school,248993,0,1
R05237,2023,Lira,Northern,Male,15,Rural,Secondary,359381,0,1
R05238,2024,Kampala,Central,Male,16,Urban,Secondary,119589,0,1
R05239,2024,Gulu,Northern,Female,18,Urban,didnot attend school,368614,0,1
R05240,2023,Jinja,Eastern,Female,16,Urban,Primary,467598,0,1
R05241,2021,Arua,Northern,Female,19,Rural,University,47146,0,1
R05242,2023,Fort Portal,Western,Female,17,Rural,Primary,1277313,1,0
R05243,2021,Lira,Northern,Female,13,Rural,Secondary,418680,0,1
R05244,2023,Soroti,Eastern,Male,13,Rural,University,91137,0,1
R05245,2024,Mbarara,Western,Male,17,Urban,Secondary,166972,0,1
R05246,2022,Mbarara,Western,Female,16,Urban,Secondary,286171,1,0
R05247,2022,Kampala,Central,Male,20,Urban,Tertiary,2718312,1,0
R05248,2021,Fort Portal,Western,Male,18,Rural,Tertiary,2939465,1,0
R05249,2024,Fort Portal,Western,Female,17,Rural,Primary,136979,0,1
R05250,2021,Jinja,Eastern,Male,20,Urban,Primary,2503866,1,0
R05251,2023,Jinja,Eastern,Male,12,Urban,Primary,153883,0,1
R05252,2023,Mbarara,Western,Female,20,Urban,University,102696,0,1
R05253,2022,Masaka,Central,Female,14,Rural,Secondary,86732,0,1
R05254,2021,Kampala,Central,Female,18,Urban,didnot attend school,92567,0,1
R05255,2022,Jinja,Eastern,Male,17,Urban,Tertiary,486112,1,0
R05256,2024,Mbarara,Western,Male,20,Urban,Primary,956499,1,0
R05257,2023,Soroti,Eastern,Male,18,Rural,didnot attend school,280338,0,1
R05258,2021,Mbarara,Western,Female,15,Urban,Secondary,291659,1,0
R05259,2021,Kampala,Central,Female,20,Urban,Primary,16242,1,0
R05260,2021,Fort Portal,Western,Female,16,Rural,Tertiary,117442,0,1
R05261,2022,Arua,Northern,Male,14,Rural,Primary,272692,0,1
R05262,2021,Fort Portal,Western,Male,20,Rural,Tertiary,36499,0,1
R05263,2022,Kampala,Central,Female,12,Urban,Secondary,1478533,1,0
R05264,2022,Mbarara,Western,Female,13,Urban,didnot attend school,286258,1,0
R05265,2022,Mbale,Eastern,Female,14,Urban,University,1074907,1,0
R05266,2023,Gulu,Northern,Female,12,Urban,Secondary,413594,1,0
R05267,2021,Fort Portal,Western,Female,18,Rural,Primary,171332,0,1
R05268,2021,Masaka,Central,Male,16,Rural,Primary,403620,0,1
R05269,2022,Jinja,Eastern,Female,20,Urban,Tertiary,464840,1,0
R05270,2022,Lira,Northern,Female,16,Rural,Primary,49824,0,1
R05271,2022,Soroti,Eastern,Male,12,Rural,Primary,465644,1,0
R05272,2021,Fort Portal,Western,Male,18,Rural,didnot attend school,716416,0,1
R05273,2022,Mbarara,Western,Male,15,Urban,Primary,714526,1,0
R05274,2024,Lira,Northern,Male,14,Rural,Tertiary,411533,0,1
R05275,2024,Kampala,Central,Male,14,Urban,Primary,321935,1,0
R05276,2022,Fort Portal,Western,Female,13,Rural,Primary,423455,0,1
R05277,2023,Fort Portal,Western,Male,18,Rural,Primary,478993,1,0
R05278,2023,Lira,Northern,Male,13,Rural,Primary,312135,1,0
R05279,2021,Soroti,Eastern,Female,18,Rural,University,32140,0,1
R05280,2021,Masaka,Central,Female,18,Rural,Primary,298402,1,0
R05281,2024,Jinja,Eastern,Female,15,Urban,University,145380,1,0
R05282,2021,Kampala,Central,Male,15,Urban,Primary,163039,1,0
R05283,2022,Gulu,Northern,Male,12,Urban,Primary,158935,1,0
R05284,2023,Mbarara,Western,Male,14,Urban,Tertiary,127230,1,0
R05285,2021,Arua,Northern,Male,17,Rural,Primary,177674,1,0
R05286,2022,Soroti,Eastern,Male,20,Rural,Secondary,484495,0,1
R05287,2022,Lira,Northern,Male,20,Rural,University,242462,1,0
R05288,2021,Kampala,Central,Male,17,Urban,didnot attend school,1434164,0,1
R05289,2023,Kampala,Central,Male,13,Urban,didnot attend school,167050,1,0
R05290,2022,Lira,Northern,Male,13,Rural,Secondary,177115,1,0
R05291,2021,Lira,Northern,Female,14,Rural,Primary,523803,0,1
R05292,2023,Arua,Northern,Female,14,Rural,Primary,486492,0,1
R05293,2022,Arua,Northern,Male,17,Rural,didnot attend school,1663039,1,0
R05294,2022,Arua,Northern,Male,16,Rural,didnot attend school,152191,1,0
R05295,2022,Jinja,Eastern,Male,20,Urban,Tertiary,274835,0,1
R05296,2022,Kampala,Central,Male,15,Urban,didnot attend school,343305,0,1
R05297,2023,Gulu,Northern,Male,17,Urban,Primary,336928,1,0
R05298,2021,Mbale,Eastern,Male,13,Urban,Secondary,374781,1,0
R05299,2024,Fort Portal,Western,Female,18,Rural,Primary,361002,1,0
R05300,2021,Lira,Northern,Male,18,Rural,didnot attend school,203738,1,0
R05301,2024,Mbarara,Western,Male,13,Urban,Tertiary,140276,1,0
R05302,2023,Arua,Northern,Male,14,Rural,didnot attend school,298822,0,1
R05303,2021,Soroti,Eastern,Female,18,Rural,Tertiary,2309244,1,0
R05304,2023,Kampala,Central,Female,14,Urban,Tertiary,16524,0,1
R05305,2023,Gulu,Northern,Male,17,Urban,Primary,162805,1,0
R05306,2022,Soroti,Eastern,Male,13,Rural,Secondary,2076505,1,0
R05307,2022,Jinja,Eastern,Female,16,Urban,Primary,229100,0,1
R05308,2024,Gulu,Northern,Female,14,Urban,Primary,455981,0,1
R05309,2023,Mbarara,Western,Female,13,Urban,Tertiary,310644,1,0
R05310,2024,Fort Portal,Western,Female,20,Rural,Tertiary,47031,0,1
R05311,2022,Mbale,Eastern,Female,18,Urban,Primary,367755,0,1
R05312,2022,Kampala,Central,Female,17,Urban,Secondary,335197,1,0
R05313,2022,Kampala,Central,Male,20,Urban,University,175947,1,0
R05314,2022,Masaka,Central,Female,15,Rural,University,286737,0,1
R05315,2021,Mbale,Eastern,Male,19,Urban,Secondary,437245,1,0
R05316,2023,Gulu,Northern,Female,18,Urban,Primary,382170,0,1
R05317,2023,Lira,Northern,Male,13,Rural,Primary,367235,1,0
R05318,2021,Arua,Northern,Male,12,Rural,University,102048,0,1
R05319,2021,Mbale,Eastern,Male,20,Urban,didnot attend school,374645,0,1
R05320,2024,Masaka,Central,Female,14,Rural,Secondary,399961,1,0
R05321,2022,Mbarara,Western,Female,17,Urban,Primary,465937,0,1
R05322,2022,Lira,Northern,Female,16,Rural,Primary,413772,0,1
R05323,2023,Gulu,Northern,Male,20,Urban,Primary,103938,1,0
R05324,2021,Lira,Northern,Male,17,Rural,University,456775,1,0
R05325,2024,Mbale,Eastern,Female,19,Urban,didnot attend school,387773,1,0
R05326,2022,Fort Portal,Western,Female,19,Rural,Secondary,1994952,1,0
R05327,2024,Arua,Northern,Male,15,Rural,didnot attend school,270961,0,1
R05328,2021,Lira,Northern,Male,17,Rural,Primary,386708,0,1
R05329,2023,Mbarara,Western,Female,20,Urban,Primary,71745,1,0
R05330,2023,Jinja,Eastern,Female,20,Urban,Secondary,296302,0,1
R05331,2022,Masaka,Central,Female,16,Rural,Primary,1020250,1,0
R05332,2023,Masaka,Central,Male,18,Rural,Primary,400953,0,1
